Time,CA,HP,Ep,RO,W,O2_liq_mol/L,O2_gas_mol,CA_gas_mol,HP_gas_mol,Ep_gas_mol,W_gas_mol,N2_gas_mol,m_kg,Pression_ODE_bar,Pression_ideal_bar,VP_mix_bar,Rate1,Rate2,Rate3,qrx_W,qexch_W,Tr_K,Tr_C,Ratio_Ep_CA0
0.0,7.26,10.15,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,16.335603339663816,90.0,10.0,10.0,1.620430612725337,0.003014334959823566,2.7526956051156305e-06,0.0,2736.437011264948,0.0,368.15,95.0,0.0
100.0,7.031197838329492,9.942664505346585,0.2836184730283718,1.1776447581752388e-07,7.750127245360877,0.00023525189465296647,-1.160033351166684e-17,7.342222927368124,0.18541983380289756,0.8967776802597917,1.3595195013787584,16.335603339663816,89.3243452233486,15.978256231861543,15.977909280235368,1.5719786232956494,0.0028218734352262343,2.5090522491300155e-06,2.082043072651581e-09,2541.9122466151657,2.630720537466118,367.88692794625337,94.73692794625339,0.039065905375808785
200.0,6.752433661327345,9.6639618246559,0.56389889901982,4.940047770479099e-07,8.03250317659751,0.0005077692741078586,1.795538951870192e-06,7.527702293692843,0.19244450253806303,0.9308759632536098,1.4127108966165836,16.335603339663816,89.30579906073184,16.197159693628286,16.196818589017013,1.5837283793406915,0.002782803018497642,2.930296636196443e-06,5.459517252494153e-09,2510.0676956333855,-8.247546397723795,368.97475463977236,95.82475463977238,0.07767202465837741
300.0,6.47779971827994,9.389311453612889,0.8400726447928962,1.2825298649954904e-06,8.31088435793996,0.0006618861525749278,0.01447522540613845,7.713165830984337,0.1995548121870746,0.9653945152648771,1.4666147372465026,16.335603339663816,89.28696794007006,16.425732605804754,16.425498158883258,1.5947359057215234,0.0027366230581984674,3.40210325614414e-06,1.0646361304861654e-08,2472.310036535047,-18.926010473908832,370.04260104739086,96.89260104739088,0.11571248550866339
400.0,6.2082390603004125,9.119641420894126,1.1111955418626878,2.778444009238047e-06,8.584340455513882,0.0006584090588711403,0.047568361927358624,7.897857404305167,0.2067199873452599,1.0001838936124794,1.5209972668768381,16.335603339663816,89.26786244111224,16.665731038448758,16.665691874867793,1.604995610305894,0.0026837965528463195,3.9251415873103996e-06,1.8284168988718958e-08,2429.062930868977,-29.371781985034886,371.08717819850347,97.93717819850349,0.15305723717116912
500.0,5.944243385535132,8.855426367437321,1.3767537305099733,5.232907515537785e-06,8.852343567913094,0.000655378641716224,0.0855376979594233,8.081319559804916,0.21392026873951292,1.0351480974093779,1.575707684654991,16.335603339663816,89.24874973811059,16.90817385434891,16.90843261884061,1.6145087411159544,0.002624796165307618,4.499637120639288e-06,2.9169078389241365e-08,2380.761541022569,-39.56809486496354,372.10680948649633,98.95680948649635,0.18963550007024427
600.0,5.686295713454142,8.597139517729035,1.6362603295816975,8.955074539273047e-06,9.114411555184326,0.000652742318840709,0.128759450837336,8.263083043732653,0.22113468113506915,1.0701851845384232,1.6305854401234356,16.335603339663816,89.22967275934764,17.15271868214162,17.153396855994625,1.6232924914188496,0.002560189096606014,5.124760299484316e-06,4.425948385176e-08,2327.90976424519,-49.49936937328857,373.09993693732883,99.94993693732886,0.22538021068618425
700.0,5.435036948403841,8.345407829264582,1.8890689713908424,1.451607373963285e-05,9.36990503697969,0.0006505092589018087,0.17776398350698244,8.442502819707215,0.22833337946886412,1.1051500476233065,1.685401280240581,16.335603339663816,89.21069095172288,17.398916727739316,17.40014369886572,1.6313692462415053,0.0024906779707163113,5.798130914597443e-06,6.466459843286733e-08,2271.1191211122823,-59.14530637334508,374.0645306373345,100.91453063733451,0.26020233765714085
800.0,5.1906873879055215,8.10044371637697,2.134956211644086,2.2702361888539413e-05,9.61860509456548,0.0006486646821933748,0.23285248912939568,8.61922731420303,0.23549762089964713,1.1399514367738683,1.740009508842854,16.335603339663816,89.19183810520757,17.646825105880726,17.64841986226554,1.6387659633748153,0.0024168836721884016,6.516915735166241e-06,9.167818612108294e-08,2210.9231476727878,-68.4991180442563,374.9999118044256,101.84991180442563,0.29407110353224325
900.0,4.9537816258390155,7.862770569750069,2.3733830747885665,3.39122778377335e-05,9.859978288988778,0.0006472044081041663,0.29445185812729985,8.792734521537769,0.24260363302999263,1.1744737893180912,1.7942277930681905,16.335603339663816,89.17316212191686,17.896051061132418,17.897849900563113,1.6455108003320542,0.002339585559831965,7.276323482330034e-06,1.2670682220788654e-07,2147.9799319763333,-77.54379250306954,375.90437925030693,102.75437925030695,0.32691226925462347
1000.0,4.7246520130021805,7.632711852590274,2.60401294233725,4.9017824117134623e-05,10.093692059282471,0.000646106234288787,0.3628974389811706,8.962607407499277,0.24962952882967965,1.2086105577592756,1.847886130708495,16.335603339663816,89.15470321494197,18.146224476602377,18.148112423468604,1.6516412279684103,0.0022595422412410183,8.070955381614492e-06,1.7128180468026816e-07,2082.923077099334,-86.27023967650928,376.7770239676509,103.62702396765093,0.3586794686414945
1100.0,4.503416951172644,7.410379982001282,2.8267229650759287,6.94721629309413e-05,10.319625282761217,0.0006453230191726987,0.43840791500475473,9.128551062279927,0.25655546929502765,1.2422649660754044,1.9008276062990552,16.335603339663816,89.13649290848727,18.396804453026643,18.398945099877928,1.6572067329114233,0.002177462976925947,8.895369492083116e-06,2.2706086583304053e-07,2016.3410228255148,-94.67859285885993,377.61785928588597,104.467859285886,0.38935578031348883
1200.0,4.290537260300307,7.196225147237716,3.0410481632977633,9.57983300763622e-05,10.53731843691941,0.0006448475355742939,0.5213886881661604,9.290075120092231,0.26335833762513133,1.2753245993296503,1.9528743594848974,16.335603339663816,89.11857663302672,18.647523422552602,18.649979721459317,1.6622409597969936,0.0020941656150785023,9.741744961621215e-06,2.956301904614322e-07,1948.8985114708048,-102.75422365651252,378.42542236565123,105.27542236565125,0.41887715747903076
1300.0,4.085920905459881,6.990153963980072,3.247077353835157,0.00012981932449035,10.746859704738936,0.0006446347694488617,0.6118753449910472,9.447054599439193,0.27002632366523355,1.3077317314709973,2.003931344076381,16.335603339663816,89.10097083777805,18.8981929618038,18.90103628541942,1.666789390392723,0.002010248448490001,1.0603710683700865e-05,3.786945409415288e-07,1881.0756811702688,-110.50318717783227,379.2003187177832,106.05031871778323,0.4472558338615919
1400.0,3.8895975005019987,6.792192549878226,3.4447774149351287,0.0001730839588686519,10.948216674850407,0.0006446464552077084,0.7099888605018628,9.599281194424666,0.2765447760376823,1.3394148733646467,2.05388241316238,16.335603339663816,89.083698732472,19.14857665692207,19.151889898100336,1.6708949780144162,0.0019263283077074443,1.1474175315989338e-05,4.778719698368506e-07,1813.3627470694446,-117.92717245084816,379.9427172450848,106.79271724508482,0.47448724723624364
1500.0,3.701843281627567,6.602609292644598,3.6338680149546754,0.00022658517960497479,11.141112451202053,0.0006448580086170987,0.8160233204786832,9.746377673004279,0.28289328326520496,1.3702746335476104,2.1025686416822573,16.335603339663816,89.06679723263785,19.39834080145176,19.402223442680647,1.6745976431306138,0.0018431029654540655,1.2344820907278388e-05,5.94485388361283e-07,1746.3113233364927,-125.01901701300994,380.651901701301,107.501901701301,0.5005327844290186
